ASV ID,AD.0001,AD.0002,AD.0003,AD.0004,AD.0005,AD.0006,AD.0007,AD.0008,AD.0009,AD.0010,AD.0011,AD.0012,AD.0013,AD.0014,AD.0015,AD.0016,AD.0017,AD.0018,AD.0019,AD.0020,AD.0021,AD.0022,AD.0023,AD.0024,AD.0025,AD.0026,AD.0027,AD.0028,AD.0029,AD.0030,AD.0031,AD.0032,AD.0033,AD.0034,AD.0035,AD.0036,AD.0037,AD.0038,AD.0039,AD.0040,AD.0041,AD.0042,AD.0043,AD.0044,AD.0045,AD.0046,Domain,Phylum,Class,Order,Family,Genus,Species
186ffb986a649c7b054b347baf8178ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,192,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
9d43d45519714323f6460d25cabc2a34,0,0,0,0,0,0,0,0,0,0,0,38,42,54,0,0,0,0,0,0,0,0,12,25,0,29,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
995b49242710d1953b20ecb65a8635bc,0,23,37,0,12,67,46,60,13,0,36,33,7,16,0,0,0,0,0,0,14,0,0,0,0,0,48,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
3cb40442c20dd97d97e36e556b067d56,33,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
554b2c22ca8d7ee102fcadb31f99b1a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
aa02af34880b7c380a3050ef7fd53aa5,14,65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
3a923b3d5540ca19b70368c1ecb67d4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,13,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
eec0290c0f2b797ec815e9fb61e9422c,229,251,310,119,325,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,0,0,0,0,0,0,7,0,0,31,0,13,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
62cc106014be7fff891d79acab212845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,48,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
e2ee90362c3ca12d93ef85daa7ec3991,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,15,54,85,0,0,0,19,165,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
b76691c6050b6c0f7409b52e8441410b,0,0,0,0,0,0,0,0,4,0,16,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
b988405a3eabb4706ffa6206981858d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
837c8b7ac14fce2ea17742bdc00f10d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
43accfb904e268679564af82d682a7bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,63,0,67,0,10,0,0,0,23,0,19,0,0,0,0,0,0,0,0,0,0,0,75,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
e307a39364ef6b2eb94f65dea651d079,0,0,0,0,0,0,0,0,0,0,0,0,109,6,0,15,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
3823a0ac742f61ff8b7e0af2ee30cb07,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
bae5b787a5870da063b55867cdcf76f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter
bcf28298fb5fd2b8b13346c18a807c96,0,0,0,0,0,0,0,0,4,0,0,10,16,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Class_c__Gammaproteobacteria,Class_c__Gammaproteobacteria,Class_c__Gammaproteobacteria,Class_c__Gammaproteobacteria
925b898dcbd1ff720fd919df7a30bd79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,d__Bacteria,p__Proteobacteria,Phylum_p__Proteobacteria,Phylum_p__Proteobacteria,Phylum_p__Proteobacteria,Phylum_p__Proteobacteria,Phylum_p__Proteobacteria
2ebf09c0752fff0363cdacce8ab51583,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Class_c__Alphaproteobacteria,Class_c__Alphaproteobacteria,Class_c__Alphaproteobacteria,Class_c__Alphaproteobacteria
